CustomerID,Name,Age,Gender,Annual_Income,Spending_Score,Membership_Level,Purchase_Frequency,Churn_Status
CUST1402,Briana Wilson,42,Female,59599,20,Silver,1.8,1
CUST1403,Susan Davis,40,Male,49124,1,Silver,7.8,0
CUST1404,Adam Anderson,64,Female,65469,84,Gold,14.2,0
CUST1405,Jessica Castillo,26,Female,45172,39,Gold,12.3,0
CUST1406,Scott Martin,63,Female,80989,12,Platinum,2.7,1
CUST1407,Thomas Dickerson,43,Female,35741,41,Gold,8.9,0
CUST1408,Destiny Diaz,63,Female,71399,100,Basic,9.3,0
CUST1409,Denise Ferguson,26,Male,82388,47,Silver,10.6,0
CUST1410,Amanda Riley,59,Male,69059,2,Basic,9.7,0
CUST1411,Doris Joseph,38,Male,46938,63,Silver,6.1,0
CUST1412,Patricia Ray,23,Male,58828,11,Platinum,8.9,0
CUST1413,Johnny Watkins,65,Female,67604,30,Basic,13.8,1
CUST1414,Sarah Holland,53,Female,44498,42,Silver,8.9,1
CUST1415,John Watkins,40,Male,40846,17,Basic,6.4,1
CUST1416,Wendy Cruz,22,Male,73433,68,Gold,8.4,0
CUST1417,Karen Valenzuela,57,Male,56948,84,Gold,4.1,0
CUST1418,Mark Brown,55,Male,68222,33,Platinum,14.6,0
CUST1419,Angela Morris,51,Male,78185,62,Silver,13.2,0
CUST1420,Danny Stephens,47,Female,63567,94,Gold,6.3,0
CUST1421,Brittany Small,54,Male,46460,39,Gold,6.1,0
CUST1422,Christopher Brown,68,Male,42675,10,Platinum,5.2,1
CUST1423,Timothy Grant,30,Male,61088,41,Silver,4.0,0
CUST1424,Kaitlyn Butler,36,Female,65821,73,Basic,10.2,0
CUST1425,Noah Webb,36,Male,62897,96,Silver,8.4,0
CUST1426,Lance Parrish,64,Male,65757,41,Gold,3.8,0
CUST1427,Kayla Myers,24,Female,51413,89,Basic,2.0,1
CUST1428,Christopher Moore,69,Male,56190,99,Silver,5.1,0
CUST1429,Maria Nichols,47,Female,65350,94,Platinum,9.1,0
CUST1430,Mrs. Janet Chen,47,Male,58210,70,Silver,12.5,1
CUST1431,Nicholas Cooper,39,Female,68105,43,Silver,5.5,0
CUST1432,David Collins,37,Male,62401,29,Basic,10.3,0
CUST1433,Juan Scott MD,50,Male,51192,89,Silver,7.2,0
CUST1434,Joshua Wilson,30,Male,48476,28,Basic,10.7,0
CUST1435,Phillip Simmons,59,Male,73429,85,Gold,13.6,0
CUST1436,Marcus Murray,51,Male,43632,9,Platinum,7.4,0
CUST1437,Ashlee Ali,33,Male,75412,4,Platinum,12.1,0
CUST1438,Barbara Rivera,40,Female,48662,63,Gold,6.1,0
CUST1439,William Rodriguez,61,Male,38772,71,Silver,7.0,0
CUST1440,John Brown,46,Male,61916,68,Silver,10.0,0
CUST1441,Jessica Cunningham,49,Male,38929,13,Gold,12.5,0
CUST1442,Kenneth Jacobson,65,Female,48458,2,Basic,14.3,0
CUST1443,Amy Russell,52,Male,49360,84,Silver,13.2,0
CUST1444,Dawn Grant,66,Female,39709,95,Silver,7.6,0
CUST1445,Jacob Smith,51,Female,54935,52,Gold,13.3,1
CUST1446,Patrick Downs,63,Female,50859,49,Gold,14.3,1
CUST1447,Steven Lee,35,Male,59583,17,Gold,12.1,0
CUST1448,Tara Parker,21,Female,74231,70,Platinum,9.5,0
CUST1449,Jasmine Parsons,43,Male,51488,54,Gold,14.1,0
CUST1450,Richard Rodriguez,47,Male,59027,95,Basic,2.6,0
CUST1451,Brittany Morris,27,Male,49081,7,Gold,4.5,1
CUST1452,Robert Ramos,67,Male,80265,59,Basic,4.6,0
CUST1453,Richard Rodriguez,69,Male,53693,14,Basic,4.1,1
CUST1454,Todd Allen,33,Male,60215,41,Platinum,12.9,0
CUST1455,Jacqueline Henderson,53,Male,57252,94,Basic,3.1,1
CUST1456,William Collins,60,Male,70480,67,Basic,8.4,1
CUST1457,Karen Heath,66,Male,50400,81,Silver,13.7,0
CUST1458,Russell Bird,23,Male,78581,93,Gold,13.0,0
CUST1459,Christina Hammond,18,Female,60372,91,Gold,14.7,0
CUST1460,Kyle Smith,40,Male,75770,61,Silver,14.3,1
CUST1461,Tracy Mccormick,31,Male,40480,88,Gold,5.1,1
CUST1462,Colton Brown,24,Male,77951,53,Silver,9.0,0
CUST1463,James Gordon,68,Female,27958,83,Gold,5.9,0
CUST1464,Samuel Miller,37,Male,92326,23,Gold,6.0,0
CUST1465,Keith Bradshaw,34,Male,49587,6,Silver,9.5,1
CUST1466,Crystal Mack,65,Female,58318,97,Basic,6.5,0
CUST1467,Brooke Raymond,22,Male,75180,71,Gold,10.5,0
CUST1468,Michelle Howard,53,Female,58981,37,Silver,14.8,1
CUST1469,Hunter Riley,25,Female,49209,25,Silver,1.7,1
CUST1470,Wesley Garcia,40,Female,54240,6,Silver,9.4,0
CUST1471,Danielle Watson,55,Female,65172,52,Basic,3.2,1
CUST1472,Javier Mitchell,66,Male,38766,17,Gold,10.9,0
CUST1473,Timothy Howard,27,Male,61182,83,Gold,5.7,0
CUST1474,Cody Strickland,39,Male,47211,43,Basic,2.5,0
CUST1475,Edward Weber,27,Male,54714,64,Gold,3.7,0
CUST1476,Lisa Coffey,40,Female,73459,7,Basic,9.1,0
CUST1477,Rachel Li,32,Female,77468,88,Platinum,1.2,1
CUST1478,Edward Hicks,52,Male,65512,10,Basic,2.6,1
CUST1479,Emily Wiley,41,Male,68954,50,Silver,5.0,0
CUST1480,Steven Carter,20,Male,59331,75,Platinum,9.5,0
CUST1481,Colin Brock,62,Female,63218,23,Silver,11.1,1
CUST1482,Krista Hodge,26,Female,39821,45,Silver,1.7,1
CUST1483,Richard Hogan,54,Female,51460,20,Silver,6.5,0
CUST1484,Carly Nixon,18,Male,61067,19,Basic,5.9,0
CUST1485,Kyle Goodwin,33,Male,72310,42,Gold,8.9,1
CUST1486,Jessica Chan,41,Female,84397,64,Gold,6.1,0
CUST1487,Peter Martinez,36,Female,73597,51,Basic,14.5,0
CUST1488,Mark Garcia,57,Female,70379,1,Basic,1.1,1
CUST1489,Ricardo Smith,50,Male,59502,57,Gold,1.0,0
CUST1490,Barbara Henry,69,Male,58976,37,Silver,3.2,1
CUST1491,Sandra Arellano,66,Male,42534,25,Silver,4.2,1
CUST1492,Brian Poole,30,Female,27896,51,Gold,10.8,0
CUST1493,Megan Russell,60,Male,68342,62,Silver,1.4,0
CUST1494,Clinton Lopez,68,Female,73531,12,Platinum,4.4,1
CUST1495,Brian Snyder,20,Female,55152,99,Gold,5.7,0
CUST1496,Melinda Olsen,63,Female,77029,25,Silver,2.7,1
CUST1497,Kimberly Gonzalez,64,Male,55018,98,Gold,14.3,0
CUST1498,Tyler Garcia,35,Male,67183,3,Platinum,14.5,0
CUST1499,Danielle Patterson,69,Female,47877,88,Gold,1.3,0
CUST1500,Noah Kelly,21,Female,85900,3,Platinum,13.5,0
CUST1501,Abigail House,66,Male,64216,15,Basic,14.8,0
CUST1502,Monique Ayala DDS,40,Male,61058,100,Basic,7.3,1
CUST1503,Michelle Weaver,26,Female,68543,87,Basic,11.2,0
CUST1504,Lonnie Miller,62,Male,52296,10,Gold,1.8,1
CUST1505,Carol Lopez,26,Male,58665,55,Basic,1.1,0
CUST1506,Matthew Howell,57,Female,74106,29,Gold,2.9,1
CUST1507,Misty Roach,64,Female,48845,75,Basic,3.0,0
CUST1508,James Taylor,34,Male,67872,79,Gold,2.8,0
CUST1509,Michael Orr,25,Male,83188,36,Gold,3.7,1
CUST1510,Brenda Graham,65,Female,90331,67,Basic,7.3,0
CUST1511,Spencer Hooper,27,Male,54882,11,Silver,13.7,1
CUST1512,Tyler Key,50,Male,61123,65,Basic,13.7,0
CUST1513,Nichole Henson,59,Male,78520,24,Platinum,8.7,0
CUST1514,Jacqueline Sharp,69,Female,36809,29,Basic,14.4,0
CUST1515,Ian Hoover,60,Male,63811,18,Gold,12.6,0
CUST1516,Kayla Parrish,19,Female,65046,37,Gold,1.4,1
CUST1517,Matthew Young,20,Female,58743,33,Platinum,8.4,0
CUST1518,Mark Mckenzie,26,Male,59714,92,Gold,11.2,0
CUST1519,Tara Mitchell,46,Female,38907,13,Silver,13.9,0
CUST1520,Logan Miller,32,Female,72764,75,Gold,3.1,1
CUST1521,Daisy Flores,65,Male,49956,3,Silver,4.7,1
CUST1522,Eric Davis,51,Female,77776,23,Basic,8.1,0
CUST1523,Steven Harrison,40,Male,53062,37,Gold,10.1,1
CUST1524,Mr. Justin Vargas,21,Male,46509,56,Basic,9.8,0
CUST1525,Christopher Evans,51,Female,59992,14,Gold,5.9,0
CUST1526,Jacob Jackson,18,Female,71241,69,Platinum,4.2,0
CUST1527,Lori Roman,63,Female,57619,17,Platinum,9.0,1
CUST1528,Scott Mendoza,57,Male,51299,34,Basic,6.4,1
CUST1529,Travis Nichols,63,Male,60706,100,Gold,5.1,0
CUST1530,Joseph Anderson,41,Male,78471,11,Platinum,7.0,1
CUST1531,Austin Goodwin,31,Female,61109,67,Gold,7.3,0
CUST1532,Shelly Myers,44,Male,48729,40,Silver,6.8,1
CUST1533,Samantha Velasquez,42,Male,65584,90,Basic,5.2,0
CUST1534,Katherine Adams,38,Male,52405,88,Silver,13.2,0
CUST1535,Rebecca Boyd,69,Male,62277,54,Gold,14.8,0
CUST1536,Audrey Wade,18,Male,55133,12,Silver,10.5,0
CUST1537,Tracy Mendez,45,Female,65879,94,Gold,6.2,0
CUST1538,Michael Morrison,65,Male,60980,2,Gold,3.2,1
CUST1539,Monica Curry,50,Male,58151,100,Gold,9.6,0
CUST1540,Todd Reed,43,Female,57913,35,Gold,10.7,1
CUST1541,Mary Lane,57,Male,46845,27,Platinum,3.1,1
CUST1542,Barry Johnson,59,Female,75432,6,Gold,5.8,1
CUST1543,Jay Neal,53,Female,70302,58,Silver,6.5,0
CUST1544,Brian Dickerson,52,Female,45937,23,Basic,13.7,1
CUST1545,Henry Barnes,26,Female,61766,70,Silver,5.9,0
CUST1546,Gloria Douglas,66,Female,60233,86,Silver,10.2,0
CUST1547,Scott Tucker,46,Male,65052,65,Silver,3.2,0
CUST1548,Christopher Fritz,23,Male,48696,93,Silver,15.0,0
CUST1549,Thomas Taylor,23,Female,78080,86,Silver,9.8,0
CUST1550,Steven Vasquez,53,Female,57148,8,Gold,5.1,1
CUST1551,Tammy Sanchez,44,Female,64475,49,Silver,13.1,0
CUST1552,Valerie Gomez,66,Male,39730,36,Basic,10.8,0
CUST1553,Howard Perry,45,Male,61628,59,Basic,14.0,1
CUST1554,Barbara Scott,20,Male,19102,88,Gold,1.6,0
CUST1555,Kim Powell,34,Male,79060,32,Gold,7.7,1
CUST1556,Jennifer Calderon,55,Female,86812,44,Silver,5.0,0
CUST1557,Maria Nguyen,44,Female,69790,4,Silver,10.7,0
CUST1558,Michael Duncan,45,Male,54920,69,Gold,2.5,1
CUST1559,Derrick Mora,61,Female,65953,37,Basic,10.7,0
CUST1560,Jennifer Dorsey,44,Male,63437,39,Platinum,13.8,1
CUST1561,Edward Travis,49,Male,66767,82,Basic,8.7,0
CUST1562,Michael Avery,55,Female,81880,53,Gold,9.3,0
CUST1563,Laura Robinson,51,Male,59425,15,Platinum,4.7,1
CUST1564,Suzanne Holmes,62,Male,48476,39,Silver,10.5,1
CUST1565,David Hernandez,47,Male,84078,3,Silver,1.9,1
CUST1566,Jeffrey Murphy,21,Female,76680,53,Basic,5.4,1
CUST1567,Thomas Briggs,44,Female,70972,76,Silver,11.2,0
CUST1568,Leah Scott,62,Male,56754,19,Basic,5.1,0
CUST1569,Maria Bell,18,Male,56974,36,Silver,6.4,0
CUST1570,Amanda Lewis,66,Male,61052,30,Basic,11.6,0
CUST1571,Shane Duncan,63,Male,83775,53,Platinum,13.0,0
CUST1572,Kathryn Campbell,26,Female,44675,41,Silver,4.0,0
CUST1573,Michael Perry,30,Male,63995,26,Gold,3.4,1
CUST1574,Holly Alvarez,64,Male,50096,87,Silver,8.3,1
CUST1575,Janet Long,42,Female,89361,68,Basic,11.7,0
CUST1576,Elizabeth Fisher,60,Male,86863,52,Gold,3.9,0
CUST1577,Eric Knox,65,Female,50011,77,Gold,2.4,0
CUST1578,Joel Moreno,62,Female,59193,73,Silver,6.8,0
CUST1579,Victoria Holmes,61,Male,65796,67,Basic,3.3,1
CUST1580,Kaitlyn Lopez,27,Male,55269,27,Silver,14.3,0
CUST1581,Luis Zhang,56,Female,29654,59,Silver,9.4,0
CUST1582,Tammy Clark,44,Male,71252,77,Platinum,5.3,0
CUST1583,Shane Jones,26,Female,71267,98,Silver,10.0,1
CUST1584,Richard Hawkins,49,Female,54515,68,Basic,8.4,0
CUST1585,Joseph Rios,18,Female,72279,32,Gold,4.5,1
CUST1586,Jennifer Simmons,29,Female,49427,79,Basic,12.0,0
CUST1587,Angela Long,69,Male,68912,24,Basic,10.9,0
CUST1588,Anne Reynolds,58,Male,68537,53,Gold,5.5,1
CUST1589,Melissa Miller,53,Male,66003,57,Basic,5.9,0
CUST1590,Matthew Colon,58,Male,46714,23,Silver,14.9,0
CUST1591,Kevin Thompson,23,Female,47473,32,Basic,7.8,0
CUST1592,David Lozano,65,Female,94830,93,Gold,1.7,0
CUST1593,Julia Griffin,19,Female,57619,90,Silver,14.6,0
CUST1594,Amanda Kirk,45,Male,65540,14,Silver,9.7,0
CUST1595,Sara Murray,50,Female,52400,46,Silver,9.3,1
CUST1596,Megan Coleman,35,Male,77396,58,Silver,7.4,0
CUST1597,Linda Elliott,51,Female,68480,37,Gold,3.5,1
CUST1598,April Walker,18,Male,50884,94,Gold,3.5,1
CUST1599,Mark Garcia,19,Male,59328,88,Platinum,14.3,0
CUST1600,Lance Jenkins,33,Female,33609,1,Platinum,5.5,0
CUST1601,Xavier Moore,48,Male,74914,82,Silver,11.9,0
CUST1602,Dana Turner,64,Female,68901,10,Silver,11.4,0
CUST1603,Nathaniel Baker,34,Female,52804,86,Basic,10.4,0
CUST1604,Robert Hill,43,Male,46497,99,Basic,4.4,0
CUST1605,Natasha Mason,58,Male,84556,3,Basic,9.0,0
CUST1606,Ryan Lee,51,Male,58076,58,Silver,4.1,0
CUST1607,Brian Mccullough,55,Male,63195,45,Silver,4.7,0
CUST1608,Dr. Kelly Taylor,44,Male,56470,14,Basic,12.6,1
CUST1609,Adam Ross,34,Female,90425,42,Basic,4.8,0
CUST1610,Patricia Knight,60,Male,55683,73,Gold,14.7,0
CUST1611,Natalie Rhodes,63,Female,64689,57,Gold,13.6,0
CUST1612,Dana Morse,29,Male,60405,67,Gold,11.2,1
CUST1613,Catherine Russell,25,Female,42683,66,Gold,4.0,1
CUST1614,David Chambers,24,Female,53735,43,Silver,9.2,0
CUST1615,Jamie Huffman,21,Female,54358,81,Gold,7.3,1
CUST1616,Angela Horton,68,Female,80896,77,Silver,7.8,1
CUST1617,Beth Mccoy,31,Female,44573,34,Basic,3.8,1
CUST1618,Anthony Nguyen,61,Male,39690,83,Basic,3.0,0
CUST1619,Angela King,36,Female,55203,93,Silver,2.2,0
CUST1620,Katherine Kennedy,21,Female,59947,18,Silver,4.8,1
CUST1621,Tyler Estrada,69,Female,74489,82,Silver,6.2,0
CUST1622,David Rivas,44,Female,38671,38,Gold,12.1,0
CUST1623,Felicia Gomez,69,Female,52040,54,Basic,4.6,1
CUST1624,Elizabeth Berg,46,Male,38043,92,Gold,12.5,0
CUST1625,William Gill,37,Female,66035,66,Basic,11.2,1
CUST1626,Scott Sullivan,44,Female,31515,36,Silver,5.1,0
CUST1627,Kenneth Williams,20,Male,58587,3,Silver,9.2,0
CUST1628,Jessica Wade,60,Male,63568,82,Basic,1.3,0
CUST1629,Deborah Wright,24,Female,44982,100,Silver,12.6,0
CUST1630,Jessica Gilbert,26,Male,57968,64,Silver,10.5,1
CUST1631,Matthew Bennett,42,Male,60169,97,Gold,13.2,0
CUST1632,Dustin Payne,21,Male,94232,68,Gold,9.4,0
CUST1633,Krista Wood,34,Male,57317,87,Platinum,11.6,0
CUST1634,Angel Pacheco,32,Female,66462,99,Gold,2.0,0
CUST1635,John Holmes,41,Male,54085,84,Silver,13.4,0
CUST1636,Stephen Smith,57,Female,59317,27,Gold,2.9,1
CUST1637,Brenda Griffin,31,Male,57555,24,Silver,8.8,1
CUST1638,Amanda Bonilla,20,Female,51196,55,Silver,8.8,0
CUST1639,Cole Macias,57,Male,47699,39,Silver,9.2,0
CUST1640,Chad Dixon,28,Female,82359,41,Platinum,5.6,0
CUST1641,Michael Graves,63,Female,69098,18,Basic,9.4,0
CUST1642,Melody Cline,51,Male,60972,12,Platinum,13.0,0
CUST1643,Angela Estrada,43,Male,67184,6,Silver,13.5,0
CUST1644,Caitlin Perry,67,Male,40353,24,Silver,13.3,0
CUST1645,Chad Hall,59,Male,75794,18,Platinum,9.8,0
CUST1646,Louis Small,52,Male,38746,100,Silver,11.6,0
CUST1647,Anthony Hess,50,Female,79120,65,Basic,7.3,0
CUST1648,Brenda Davis,23,Male,87523,44,Platinum,10.8,0
CUST1649,Troy Hickman,34,Female,61037,63,Platinum,3.9,0
CUST1650,Ms. Stacey Wilson,59,Female,71581,96,Gold,6.7,1
CUST1651,Jessica Tran,44,Female,64260,61,Basic,8.0,0
CUST1652,Tiffany Wong,18,Male,61777,68,Basic,7.4,0
CUST1653,Ashley Mcguire,66,Female,30445,76,Platinum,7.5,0
CUST1654,Mary Shaw,44,Female,35434,21,Basic,2.9,1
CUST1655,Shawn Evans,33,Male,42434,77,Basic,6.5,1
CUST1656,Nancy Bell,50,Male,64823,53,Basic,2.0,1
CUST1657,Zachary Haas,23,Female,42860,81,Silver,12.5,0
CUST1658,Carol Smith,40,Female,55678,58,Basic,6.2,1
CUST1659,Troy Anderson II,23,Male,43583,51,Basic,12.8,1
CUST1660,Amy Ayers,69,Male,60351,54,Basic,10.4,1
CUST1661,Leslie Carter,36,Female,45515,55,Gold,3.2,0
CUST1662,Christine Meyers,62,Female,47095,100,Gold,9.0,0
CUST1663,Matthew Bishop,52,Female,77198,19,Basic,11.8,1
CUST1664,Breanna Greene,26,Female,82302,54,Platinum,7.8,0
CUST1665,Darrell Hill,52,Male,72112,90,Silver,3.5,1
CUST1666,Marvin Mills,55,Male,58181,5,Platinum,12.9,0
CUST1667,Michael Martinez,31,Female,54160,98,Silver,8.8,0
CUST1668,Jacqueline Romero,43,Female,32997,65,Platinum,6.5,0
CUST1669,John Cochran,25,Female,63456,20,Basic,1.6,1
CUST1670,Austin Dean,38,Male,61898,66,Gold,3.9,1
CUST1671,Madeline Harris,62,Male,82841,48,Gold,7.2,0
CUST1672,Anita Smith,51,Male,41011,48,Gold,6.0,1
CUST1673,Melissa Hunt,20,Female,54994,43,Gold,10.6,1
CUST1674,Christian Sutton,60,Male,65599,7,Silver,8.0,1
CUST1675,Melinda Ferguson,40,Male,49658,80,Basic,14.7,0
CUST1676,Carl Davis,51,Male,53024,26,Platinum,10.9,0
CUST1677,Christopher Rivera,24,Female,40153,35,Silver,1.8,1
CUST1678,Veronica Robinson,38,Female,60159,92,Platinum,12.0,0
CUST1679,Kimberly Lewis,66,Female,38891,43,Gold,6.4,0
CUST1680,Stephanie Haas,32,Female,42767,5,Gold,12.9,0
CUST1681,Timothy Chandler,34,Female,36944,56,Silver,4.7,0
CUST1682,Mrs. Kimberly Walsh,65,Male,73163,54,Silver,11.6,0
CUST1683,Timothy Strickland,66,Female,42741,55,Basic,5.0,1
CUST1684,Gregory Hunt,32,Male,64552,27,Silver,4.6,1
CUST1685,Robin Deleon,61,Female,61282,5,Silver,12.5,0
CUST1686,Richard Jones,38,Female,41361,20,Silver,4.3,1
CUST1687,Robin Smith,69,Female,54264,14,Basic,9.1,1
CUST1688,Nicholas Gutierrez,29,Male,66856,54,Silver,4.5,0
CUST1689,Jamie Gonzalez,69,Male,54573,42,Basic,6.0,0
CUST1690,Breanna Ross,28,Male,42393,12,Silver,8.7,0
CUST1691,Olivia Carpenter,35,Male,48437,40,Silver,13.1,1
CUST1692,Donna Ritter,48,Female,79037,13,Silver,6.5,0
CUST1693,Dustin Day,57,Female,76589,64,Platinum,7.0,1
CUST1694,Sherry Stewart,37,Male,54378,40,Gold,13.5,0
CUST1695,Philip Rivas,64,Male,65140,54,Silver,10.0,0
CUST1696,Julie Armstrong,64,Male,80145,64,Gold,13.3,0
CUST1697,Jared Howell,40,Female,48777,72,Gold,9.8,0
CUST1698,Michael Bailey,33,Female,75310,7,Basic,4.1,1
CUST1699,Trevor Wallace,18,Male,34774,84,Silver,8.7,1
CUST1700,Melissa Flores,52,Male,34825,18,Gold,6.3,1
CUST1701,Aaron Butler,26,Male,68884,93,Silver,4.1,0
CUST1702,Daniel Hatfield,59,Female,38236,86,Platinum,6.8,0
CUST1703,Allison Phillips,69,Female,37792,79,Silver,12.7,0
CUST1704,Joseph Rodriguez,56,Female,50511,67,Basic,4.1,0
CUST1705,Chelsea Hall,69,Male,47573,59,Gold,1.0,0
CUST1706,Mr. Brandon Todd,65,Female,56710,84,Platinum,4.4,0
CUST1707,Craig James,51,Male,49706,58,Gold,7.5,1
CUST1708,Roger Fischer,22,Male,45001,55,Silver,9.9,0
CUST1709,Karen Miller,32,Female,68554,74,Platinum,14.4,0
CUST1710,Sarah Guzman,57,Female,66259,48,Silver,13.2,0
CUST1711,Jill Ortiz,60,Female,47944,53,Basic,12.3,0
CUST1712,Pamela Frederick,29,Female,66781,48,Gold,10.7,0
CUST1713,Kelly Mccoy,39,Male,89767,38,Silver,5.0,0
CUST1714,Mr. Daniel Gilbert,23,Female,76648,100,Basic,11.7,0
CUST1715,Timothy Wright,49,Female,55460,86,Platinum,14.0,0
CUST1716,Trevor Johnson,56,Male,71339,45,Basic,4.5,0
CUST1717,David Evans,42,Male,66025,49,Basic,6.4,0
CUST1718,Jason Adkins,68,Male,72272,56,Platinum,5.4,0
CUST1719,Daniel Lopez,29,Male,61378,72,Gold,12.8,0
CUST1720,Richard Garcia,37,Female,48203,94,Basic,3.0,0
CUST1721,Jennifer Rodgers,20,Male,36560,93,Gold,8.2,0
CUST1722,Keith Wilson,61,Male,25604,41,Gold,13.9,1
CUST1723,Carrie Smith,25,Female,67399,65,Silver,5.0,0
CUST1724,Joshua Anderson,30,Male,66976,80,Gold,3.5,0
CUST1725,Brian Stanley,60,Male,67414,23,Gold,2.2,1
CUST1726,Heather Hines,34,Female,61508,83,Basic,13.0,0
CUST1727,Amy Johnson,49,Male,54303,53,Silver,14.0,0
CUST1728,John Thompson,64,Male,70435,13,Silver,7.8,0
CUST1729,Kyle Soto,52,Male,70009,97,Gold,6.6,0
CUST1730,Kerry Williams,51,Female,57393,83,Silver,1.8,0
CUST1731,Susan Mendoza,19,Female,51370,60,Silver,8.5,1
CUST1732,Russell Garner,30,Male,49602,53,Basic,4.0,0
CUST1733,Sue Brown,31,Female,60573,36,Silver,4.9,1
CUST1734,Cristina Allen,35,Male,66323,47,Gold,13.8,0
CUST1735,Elizabeth Brown,19,Male,65525,99,Basic,7.0,0
CUST1736,Donna Bryant,61,Male,46875,64,Basic,7.7,0
CUST1737,Kristopher Chung,65,Female,52532,36,Gold,3.8,1
CUST1738,Brent Hughes,66,Male,82870,34,Silver,8.8,0
CUST1739,Mary Sutton,32,Male,49423,77,Gold,10.5,0
CUST1740,Steven Copeland,67,Female,54438,16,Gold,4.1,1
CUST1741,Kelly Little DVM,43,Female,65488,10,Gold,6.8,1
CUST1742,Ashley Johnson,52,Female,59314,80,Gold,5.4,0
CUST1743,Monica Thompson,18,Male,75176,43,Basic,10.9,1
CUST1744,Adam Farmer,45,Male,64655,75,Basic,12.8,0
CUST1745,Fernando Price,39,Female,64949,88,Basic,1.5,0
CUST1746,Julie Gonzalez,22,Male,54326,71,Platinum,1.8,0
CUST1747,Ricardo Andrade,36,Female,53663,62,Gold,2.5,1
CUST1748,Christopher Moore,24,Male,68644,18,Silver,7.0,1
CUST1749,Christopher Mason,43,Female,50599,22,Silver,7.6,1
CUST1750,Michael Meyer,45,Male,65745,21,Basic,14.7,0
CUST1751,Sergio Brooks PhD,33,Male,63111,25,Platinum,7.6,0
CUST1752,Erik Parker,52,Female,48626,88,Basic,12.4,0
CUST1753,Nicholas Moore,66,Female,83086,52,Basic,14.0,1
CUST1754,Wayne Martin,23,Male,77189,63,Silver,3.8,0
CUST1755,Brianna Foster,23,Male,65857,96,Basic,13.2,0
CUST1756,Madeline Wilson,69,Female,59892,9,Platinum,3.8,1
CUST1757,David Watkins,59,Female,49391,58,Basic,14.1,0
CUST1758,Nathaniel Scott,38,Female,60434,95,Platinum,4.3,0
CUST1759,Matthew Williams,29,Male,46329,82,Gold,8.7,0
CUST1760,Kevin Harris,30,Female,54239,71,Basic,13.8,0
CUST1761,Tracey Russell,25,Female,41987,59,Gold,2.0,0
CUST1762,Patricia Wagner,22,Female,54088,45,Silver,7.5,1
CUST1763,Stephen Fuller,58,Female,73467,20,Silver,13.9,0
CUST1764,Nicole Delacruz,27,Male,61188,28,Basic,1.3,1
CUST1765,Jennifer Hayes,53,Male,60723,46,Gold,11.0,1
CUST1766,Alexander Leon,37,Male,39776,66,Gold,9.9,0
CUST1767,Renee Conner,30,Female,64499,29,Basic,10.0,0
CUST1768,Wendy Miller,61,Female,41986,92,Silver,4.7,0
CUST1769,James Taylor,56,Male,71198,58,Platinum,2.1,1
CUST1770,Henry Skinner,36,Female,93130,43,Silver,5.6,0
CUST1771,Albert Jones,41,Male,53155,49,Silver,7.9,1
CUST1772,Madison Kidd,24,Female,57112,53,Basic,5.0,1
CUST1773,Elizabeth Parker,43,Male,48437,16,Basic,4.4,1
CUST1774,Amanda Garcia,58,Female,55087,72,Basic,3.8,1
CUST1775,Shelia Bryant,69,Female,72009,51,Silver,14.2,0
CUST1776,Joe Williams,47,Female,45659,5,Platinum,4.3,1
CUST1777,Brenda Porter,30,Female,87423,53,Basic,8.3,0
CUST1778,Michael Mccoy,30,Female,78235,70,Basic,13.8,0
CUST1779,Adam Mcpherson Jr.,46,Female,29890,4,Gold,1.9,1
CUST1780,Taylor Evans,29,Male,63808,81,Silver,1.6,0
CUST1781,Jackie Lambert,19,Male,62438,56,Silver,2.7,1
CUST1782,Christina Rodriguez,55,Male,63347,86,Gold,8.2,1
CUST1783,Jaime Zuniga,57,Male,43333,91,Silver,8.8,1
CUST1784,Laura Jenkins,42,Female,39313,7,Gold,6.4,0
CUST1785,Danielle Harrison,60,Female,57475,53,Silver,12.6,0
CUST1786,Lori Fuller PhD,26,Male,67421,25,Gold,14.9,0
CUST1787,Kyle Krause,27,Female,57680,33,Basic,6.2,1
CUST1788,Frank Smith,44,Female,49032,35,Gold,11.1,0
CUST1789,Jennifer Washington,35,Female,63028,99,Silver,3.5,0
CUST1790,Nancy Rogers,43,Female,51674,97,Gold,8.6,0
CUST1791,Danielle Smith,40,Male,61819,20,Gold,9.5,0
CUST1792,Barbara Hughes,30,Female,64924,31,Silver,6.2,1
CUST1793,Emily Martin,33,Female,67513,52,Basic,12.9,1
CUST1794,Daniel Wright,24,Female,46036,61,Basic,10.1,1
CUST1795,Charles Ryan,63,Male,49982,47,Basic,7.9,0
CUST1796,David Orozco,19,Female,52013,9,Gold,7.2,0
CUST1797,Vicki Schwartz,60,Male,68501,5,Silver,13.5,1
CUST1798,Thomas Gates,66,Male,49710,71,Gold,5.8,0
CUST1799,Michael Wilcox,18,Male,84722,78,Basic,2.0,0
CUST1800,Mary Meyers,64,Female,53824,82,Silver,13.6,0
CUST1801,Sharon Williams,69,Female,69304,39,Basic,3.5,1
CUST1802,Lori Erickson,37,Male,69050,56,Platinum,5.5,0
CUST1803,Johnathan Smith,21,Male,66785,25,Gold,8.7,0
CUST1804,Kimberly Nelson,35,Male,69606,24,Silver,9.6,0
CUST1805,Nathan Horton,41,Male,80521,53,Basic,5.9,0
